phase,sample_index,repetition,latency_us,lane_00_raw,lane_01_raw,lane_02_raw,lane_03_raw,lane_04_raw,lane_05_raw,lane_06_raw,lane_07_raw,lane_08_raw,lane_09_raw,lane_10_raw,lane_11_raw,lane_12_raw,lane_13_raw,lane_14_raw,lane_15_raw,lane_16_raw,lane_17_raw,lane_18_raw,lane_19_raw,lane_20_raw,lane_21_raw,lane_22_raw,lane_23_raw,lane_24_raw,lane_25_raw,lane_26_raw,lane_27_raw,lane_28_raw,lane_29_raw,lane_30_raw,lane_31_raw
sample,36,1,3204.84,7106,21069,36,2048,1,2047,2047,0,0,0,24306,59792,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,37,1,3199.139,7106,21069,37,2048,1,2047,2047,0,0,0,65111,2260,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,38,1,3171.347,7106,21069,38,2048,1,2047,2047,0,0,0,5246,30483,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,39,1,3200.401,7106,21069,39,2048,1,2047,2047,0,0,0,18488,18377,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,40,1,3199.991,7106,21069,40,2048,1,2047,2047,0,0,0,43932,52544,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,41,1,3192.887,7106,21069,41,2048,1,2047,2047,0,0,0,3042,16079,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,42,1,3192.597,7106,21069,42,2048,1,2047,2047,0,0,0,39359,38659,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,43,1,3194.61,7106,21069,43,2048,1,2047,2047,0,0,0,29535,24751,0,895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,44,1,3194.07,7106,21069,44,2048,1,2047,2047,0,0,0,12485,36959,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,45,1,3197.055,7106,21069,45,2048,1,2047,2047,0,0,0,32651,62463,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,46,1,3198.928,7106,21069,46,2048,1,2047,2047,0,0,0,26928,39677,0,895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample,47,1,3254.463,7106,21069,47,2048,1,2047,2047,0,0,0,1495,47601,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
