index,sample_id,class_label,class_name,ro_count,bitstream_path,blob_path
13,it2_B035,0,benign,0,config_035/vfpga_c035_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/013_it2_B035.bin
14,it2_B039,0,benign,0,config_039/vfpga_c039_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/014_it2_B039.bin
15,it2_B043,0,benign,0,config_043/vfpga_c043_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/015_it2_B043.bin
16,it2_B047,0,benign,0,config_047/vfpga_c047_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/016_it2_B047.bin
17,it2_B056,0,benign,0,config_056/vfpga_c056_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/017_it2_B056.bin
18,it2_B057,0,benign,0,config_057/vfpga_c057_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/018_it2_B057.bin
19,it2_B059,0,benign,0,config_059/vfpga_c059_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/019_it2_B059.bin
20,it2_B063,0,benign,0,config_063/vfpga_c063_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/020_it2_B063.bin
21,it2_B068,0,benign,0,config_068/vfpga_c068_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/021_it2_B068.bin
22,it2_B073,0,benign,0,config_073/vfpga_c073_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/022_it2_B073.bin
23,it1_S012,1,standalone,19000,config_087/vfpga_c087_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/023_it1_S012.bin
24,it1_S022,1,standalone,10000,config_097/vfpga_c097_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/024_it1_S022.bin
25,it1_S025,1,standalone,16000,config_100/vfpga_c100_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/025_it1_S025.bin
26,it1_S028,1,standalone,20000,config_103/vfpga_c103_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/026_it1_S028.bin
27,it1_S029,1,standalone,22000,config_104/vfpga_c104_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/027_it1_S029.bin
28,it1_S042,1,standalone,19000,config_117/vfpga_c117_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/028_it1_S042.bin
29,it1_S052,1,standalone,10000,config_127/vfpga_c127_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/029_it1_S052.bin
30,it1_S056,1,standalone,18000,config_131/vfpga_c131_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/030_it1_S056.bin
31,it1_S058,1,standalone,20000,config_133/vfpga_c133_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/031_it1_S058.bin
32,it1_S071,1,standalone,18000,config_146/vfpga_c146_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/032_it1_S071.bin
33,it2_S002,1,standalone,10000,config_077/vfpga_c077_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/033_it2_S002.bin
34,it2_S003,1,standalone,11000,config_078/vfpga_c078_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/034_it2_S003.bin
35,it2_S005,1,standalone,13000,config_080/vfpga_c080_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/035_it2_S005.bin
36,it2_S007,1,standalone,15000,config_082/vfpga_c082_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/036_it2_S007.bin
37,it2_S017,1,standalone,10000,config_092/vfpga_c092_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/037_it2_S017.bin
38,it2_S018,1,standalone,11000,config_093/vfpga_c093_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/038_it2_S018.bin
39,it2_S019,1,standalone,12000,config_094/vfpga_c094_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/039_it2_S019.bin
40,it2_S022,1,standalone,15000,config_097/vfpga_c097_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/040_it2_S022.bin
41,it2_S026,1,standalone,19000,config_101/vfpga_c101_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/041_it2_S026.bin
42,it2_S034,1,standalone,12000,config_109/vfpga_c109_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/042_it2_S034.bin
43,it2_S035,1,standalone,13000,config_110/vfpga_c110_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/043_it2_S035.bin
44,it2_S054,1,standalone,17000,config_129/vfpga_c129_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/044_it2_S054.bin
45,it2_S060,1,standalone,8000,config_135/vfpga_c135_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/045_it2_S060.bin
46,it2_S074,1,standalone,22000,config_149/vfpga_c149_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_4/sample_blobs/046_it2_S074.bin
