sample_id,class_label,class_name,source_type,app_id,app_name,variant_id,floorplan_id,ro_count,batch_id,config_local,config_global,shell_id,tool_version,bitstream_path,timing_status,lut_count,ff_count,bram_count,dsp_count,validation_status,file_hash,notes
B014,0,benign,nodbg,V07,euclidean_nodbg,benign,FP10,0,BENIGN_FP10,14,14,92f55e02,Vivado v.2024.2,config_014/vfpga_c014_0.bin,PASS,14360,24174,34,35,PASS,78201c6a3973764033fdc75412dd84a9f951af650fb6eb66a68aa206c0b69af3,
B015,0,benign,base,A01,hello_world,benign,FP11,0,BENIGN_FP11,0,15,92f55e02,Vivado v.2024.2,config_015/vfpga_c015_0.bin,PASS,13718,24699,63.5,0,PASS,52e92afe472e56bf0d38ce1a4cb5241602ca222ac0b204cf51e276127d329315,
B016,0,benign,base,A02,hls_vadd,benign,FP11,0,BENIGN_FP11,1,16,92f55e02,Vivado v.2024.2,config_016/vfpga_c016_0.bin,PASS,20307,35141,78,32,PASS,21e08a140989273be8ecac0024f11f00245edf514c37a41f9f1f845c33d52ce7,
B017,0,benign,base,A03,multitenancy_aes,benign,FP11,0,BENIGN_FP11,2,17,92f55e02,Vivado v.2024.2,config_017/vfpga_c017_0.bin,PASS,35538,26893,63.5,0,PASS,935d8483007cd9dcc3cf868e155650ef6c84c8e2ea52b8897c21abb28ce8b4b7,
B018,0,benign,base,A04,user_interrupts,benign,FP11,0,BENIGN_FP11,3,18,92f55e02,Vivado v.2024.2,config_018/vfpga_c018_0.bin,PASS,11037,19271,50,0,PASS,ad7253c8783b0a8eb028be6c083b306e4f551295ee05f7a06438d6d07b94cab5,
B019,0,benign,base,A05,perf_fpga,benign,FP11,0,BENIGN_FP11,4,19,92f55e02,Vivado v.2024.2,config_019/vfpga_c019_0.bin,PASS,13734,22998,45,0,PASS,24dd569330768315c6453b9caf38dbdbaa9eee40f7aae8027dd887215d2832f3,
B020,0,benign,base,A06,multithreading_aes,benign,FP11,0,BENIGN_FP11,5,20,92f55e02,Vivado v.2024.2,config_020/vfpga_c020_0.bin,PASS,26783,26897,55.5,0,PASS,de6bac459ad78580d232ba2c7e2e522ce6c571c712b4c574b793ede0810e84e3,
B021,0,benign,base,A07,euclidean,benign,FP11,0,BENIGN_FP11,6,21,92f55e02,Vivado v.2024.2,config_021/vfpga_c021_0.bin,PASS,20799,35668,78,35,PASS,edb59832e8ed332d0028da7a523ac0773bc8d78898f2330b16363a6d4bb17dbf,
B022,0,benign,base,A08,cosine,benign,FP11,0,BENIGN_FP11,7,22,92f55e02,Vivado v.2024.2,config_022/vfpga_c022_0.bin,PASS,20833,33842,78,15,PASS,9f011bc8aa5de3b1c731267481b05f093f302315b745c2c65bc2a61009304705,
B023,0,benign,nodbg,V01,hello_world_nodbg,benign,FP11,0,BENIGN_FP11,8,23,92f55e02,Vivado v.2024.2,config_023/vfpga_c023_0.bin,PASS,9580,16676,34,0,PASS,7b9cb761fd7481fc998cd8b017b5df9af2086caf7c9c6e8c1394b5ce9c5e0b95,
B024,0,benign,nodbg,V02,hls_vadd_nodbg,benign,FP11,0,BENIGN_FP11,9,24,92f55e02,Vivado v.2024.2,config_024/vfpga_c024_0.bin,PASS,13868,23647,34,32,PASS,8574281e7e3cb68ea04ae883a64c78074d40be53b48383b7f3f31ed1e5666d8f,
B025,0,benign,nodbg,V03,multitenancy_aes_nodbg,benign,FP11,0,BENIGN_FP11,10,25,92f55e02,Vivado v.2024.2,config_025/vfpga_c025_0.bin,PASS,31149,18870,34,0,PASS,5269fa62080deba8bd83cdd5f0dfeb906a29b5ee43dc077231e2c6b3c26bccda,
B026,0,benign,nodbg,V04,user_interrupts_nodbg,benign,FP11,0,BENIGN_FP11,11,26,92f55e02,Vivado v.2024.2,config_026/vfpga_c026_0.bin,MISSING,8372,14331,34,0,MISSING,MISSING,
B027,0,benign,nodbg,V05,perf_fpga_nodbg,benign,FP11,0,BENIGN_FP11,12,27,92f55e02,Vivado v.2024.2,config_027/vfpga_c027_0.bin,MISSING,9850,17100,34,0,MISSING,MISSING,
B028,0,benign,nodbg,V06,multithreading_aes_nodbg,benign,FP11,0,BENIGN_FP11,13,28,92f55e02,Vivado v.2024.2,config_028/vfpga_c028_0.bin,MISSING,20408,20785,39,0,MISSING,MISSING,
B029,0,benign,nodbg,V07,euclidean_nodbg,benign,FP11,0,BENIGN_FP11,14,29,92f55e02,Vivado v.2024.2,config_029/vfpga_c029_0.bin,MISSING,14360,24174,34,35,MISSING,MISSING,
B030,0,benign,base,A01,hello_world,benign,FP12,0,BENIGN_FP12,0,30,92f55e02,Vivado v.2024.2,config_030/vfpga_c030_0.bin,FAIL,13718,24699,63.5,0,FAIL,97abc8661effac8390f871ffeb89637d27b28d5782dc4aa2319a440f60496513,
B031,0,benign,base,A02,hls_vadd,benign,FP12,0,BENIGN_FP12,1,31,92f55e02,Vivado v.2024.2,config_031/vfpga_c031_0.bin,FAIL,20307,35141,78,32,FAIL,372171e9cea29c15d3aa83f91ae3c54d571b2df47af656ac6c3d94152575f5b7,
B032,0,benign,base,A03,multitenancy_aes,benign,FP12,0,BENIGN_FP12,2,32,92f55e02,Vivado v.2024.2,config_032/vfpga_c032_0.bin,FAIL,35538,26893,63.5,0,FAIL,24546f70e6aad66a79f0b3d893d2b329c1ad227a849d0933edb8962deadcaee8,
B033,0,benign,base,A04,user_interrupts,benign,FP12,0,BENIGN_FP12,3,33,92f55e02,Vivado v.2024.2,config_033/vfpga_c033_0.bin,FAIL,11037,19271,50,0,FAIL,97f8c604e7f6e1ad5bef9e71d3538ac1c1edb8967e4ec54d75c3340dee730680,
B034,0,benign,base,A05,perf_fpga,benign,FP12,0,BENIGN_FP12,4,34,92f55e02,Vivado v.2024.2,config_034/vfpga_c034_0.bin,FAIL,13734,22998,45,0,FAIL,59d8b385a78f5463e65c71435d6ecca86b8e591f4c67c1e73aee1949cb98afc4,
B035,0,benign,base,A06,multithreading_aes,benign,FP12,0,BENIGN_FP12,5,35,92f55e02,Vivado v.2024.2,config_035/vfpga_c035_0.bin,FAIL,26783,26897,55.5,0,FAIL,5edc63478cae8f5f15e744a9986f7f79f39b2efdbd545ab8002a99d76b665d53,
B036,0,benign,base,A07,euclidean,benign,FP12,0,BENIGN_FP12,6,36,92f55e02,Vivado v.2024.2,config_036/vfpga_c036_0.bin,FAIL,20799,35668,78,35,FAIL,30670a6c59c6f1d751c42fa30faf89f90b2b478c1d3124d4b80fe4469b894620,
B037,0,benign,base,A08,cosine,benign,FP12,0,BENIGN_FP12,7,37,92f55e02,Vivado v.2024.2,config_037/vfpga_c037_0.bin,FAIL,20833,33842,78,15,FAIL,700e4cf2f3ca505666e5b912c807ab389de5edd94976ba7f23800289acf3e756,
B038,0,benign,nodbg,V01,hello_world_nodbg,benign,FP12,0,BENIGN_FP12,8,38,92f55e02,Vivado v.2024.2,config_038/vfpga_c038_0.bin,FAIL,9580,16676,34,0,FAIL,388cacdf0d70bc5086ed97d541d5d7cfe253d771d0de9750c75a5b2210547a0f,
B039,0,benign,nodbg,V02,hls_vadd_nodbg,benign,FP12,0,BENIGN_FP12,9,39,92f55e02,Vivado v.2024.2,config_039/vfpga_c039_0.bin,FAIL,13868,23647,34,32,FAIL,60b82969acf6bae17e616cc00d8f0ee3a4209c0375580f63953862b4e7ec681f,
B040,0,benign,nodbg,V03,multitenancy_aes_nodbg,benign,FP12,0,BENIGN_FP12,10,40,92f55e02,Vivado v.2024.2,config_040/vfpga_c040_0.bin,FAIL,31149,18870,34,0,FAIL,d1057d20091d351a4275b46b7776cc0c779abccdb905bf9d8b561a8dcbefd507,
B041,0,benign,nodbg,V04,user_interrupts_nodbg,benign,FP12,0,BENIGN_FP12,11,41,92f55e02,Vivado v.2024.2,config_041/vfpga_c041_0.bin,FAIL,8372,14331,34,0,FAIL,0834234dea45586e97f4822ea25517ca7f78f176669569da43f62f6ee45053a7,
B042,0,benign,nodbg,V05,perf_fpga_nodbg,benign,FP12,0,BENIGN_FP12,12,42,92f55e02,Vivado v.2024.2,config_042/vfpga_c042_0.bin,FAIL,9850,17100,34,0,FAIL,bc6b65058aa1af3ec9ca552c98fe199c243f8d22f9f5c7bd70b6dc04990022f2,
B043,0,benign,nodbg,V06,multithreading_aes_nodbg,benign,FP12,0,BENIGN_FP12,13,43,92f55e02,Vivado v.2024.2,config_043/vfpga_c043_0.bin,FAIL,20408,20785,39,0,FAIL,38bbf52c13eed61360b5fc994f88da5627a3a1f160412e9dbff43634f3dd7692,
B044,0,benign,nodbg,V07,euclidean_nodbg,benign,FP12,0,BENIGN_FP12,14,44,92f55e02,Vivado v.2024.2,config_044/vfpga_c044_0.bin,FAIL,14360,24174,34,35,FAIL,183635fb199bafa3f15af49d92075c379b9021f35075cb1c3d68cb2a79b582db,
B045,0,benign,base,A01,hello_world,benign,FP13,0,BENIGN_FP13,0,45,92f55e02,Vivado v.2024.2,config_045/vfpga_c045_0.bin,PASS,13718,24699,63.5,0,PASS,4d299c92d2af733b43698a158173e4f9d1336f0e0575017d99e1d70d66499b8d,
B046,0,benign,base,A02,hls_vadd,benign,FP13,0,BENIGN_FP13,1,46,92f55e02,Vivado v.2024.2,config_046/vfpga_c046_0.bin,PASS,20307,35141,78,32,PASS,ddad0b9e713ec21e934b8d888e22f67060b4030ffa932edf98387af135b729b1,
B047,0,benign,base,A03,multitenancy_aes,benign,FP13,0,BENIGN_FP13,2,47,92f55e02,Vivado v.2024.2,config_047/vfpga_c047_0.bin,PASS,35538,26893,63.5,0,PASS,7d452aad1ae04681cb2bdd2ca0f1131461f92779bcf2351ce780c5485dce7015,
B048,0,benign,base,A04,user_interrupts,benign,FP13,0,BENIGN_FP13,3,48,92f55e02,Vivado v.2024.2,config_048/vfpga_c048_0.bin,PASS,11037,19271,50,0,PASS,7cc9fe79dfe5d61b8b3522d0ef508012ebaabcf8a2a8b604715ad6c00387bce5,
B049,0,benign,base,A05,perf_fpga,benign,FP13,0,BENIGN_FP13,4,49,92f55e02,Vivado v.2024.2,config_049/vfpga_c049_0.bin,PASS,13734,22998,45,0,PASS,7a6bb6b901507827f5a741d7beffe55647b2cb0e3908dee022ca585d6dfb71a8,
B050,0,benign,base,A06,multithreading_aes,benign,FP13,0,BENIGN_FP13,5,50,92f55e02,Vivado v.2024.2,config_050/vfpga_c050_0.bin,PASS,26783,26897,55.5,0,PASS,984ef475c959b5ff89bcd4dbdcab79e6d95f853901cf664040569c1152ed793e,
B051,0,benign,base,A07,euclidean,benign,FP13,0,BENIGN_FP13,6,51,92f55e02,Vivado v.2024.2,config_051/vfpga_c051_0.bin,PASS,20799,35668,78,35,PASS,a266d4082ce299dab4ee47b913afc432c26b39ee06f0a3e1e4e5427937369b04,
B052,0,benign,base,A08,cosine,benign,FP13,0,BENIGN_FP13,7,52,92f55e02,Vivado v.2024.2,config_052/vfpga_c052_0.bin,PASS,20833,33842,78,15,PASS,de156132ea65cddc33967dd57690661bea65a2f07b6b540c1af987826b18d84a,
B053,0,benign,nodbg,V01,hello_world_nodbg,benign,FP13,0,BENIGN_FP13,8,53,92f55e02,Vivado v.2024.2,config_053/vfpga_c053_0.bin,PASS,9580,16676,34,0,PASS,6194953aa253101a43f260ade57e1451a8b180a70579d67b778bcbd09e6b3874,
B054,0,benign,nodbg,V02,hls_vadd_nodbg,benign,FP13,0,BENIGN_FP13,9,54,92f55e02,Vivado v.2024.2,config_054/vfpga_c054_0.bin,PASS,13868,23647,34,32,PASS,cf21a1b4a47da1e8c4174a12b9da14a3f174737637176b39097c5a6ae6ee5e8c,
B055,0,benign,nodbg,V03,multitenancy_aes_nodbg,benign,FP13,0,BENIGN_FP13,10,55,92f55e02,Vivado v.2024.2,config_055/vfpga_c055_0.bin,PASS,31149,18870,34,0,PASS,0310be38d8fa714e61b75981653b3c1c8bfe2c80b8dc7599060e35e89aabc2e9,
B056,0,benign,nodbg,V04,user_interrupts_nodbg,benign,FP13,0,BENIGN_FP13,11,56,92f55e02,Vivado v.2024.2,config_056/vfpga_c056_0.bin,PASS,8372,14331,34,0,PASS,6ba579bc3e100dfac774b85f3380f2d7a41d30e433e5274bc329bb24479f8a7e,
B057,0,benign,nodbg,V05,perf_fpga_nodbg,benign,FP13,0,BENIGN_FP13,12,57,92f55e02,Vivado v.2024.2,config_057/vfpga_c057_0.bin,PASS,9850,17100,34,0,PASS,268c3fd992a806b118c73b87493c03812fbce9878fd2d58753d6857f34692928,
B058,0,benign,nodbg,V06,multithreading_aes_nodbg,benign,FP13,0,BENIGN_FP13,13,58,92f55e02,Vivado v.2024.2,config_058/vfpga_c058_0.bin,PASS,20408,20785,39,0,PASS,e138f7c98e5263ffc7951cf1bedf4be9ed316c7fcf6cdfc516ab0f2e8f03bb07,
B059,0,benign,nodbg,V07,euclidean_nodbg,benign,FP13,0,BENIGN_FP13,14,59,92f55e02,Vivado v.2024.2,config_059/vfpga_c059_0.bin,PASS,14360,24174,34,35,PASS,5fcaf32e508b439f3408f2939244bbe9e9f380171dccabb65c5b35291cec505a,
B060,0,benign,base,A01,hello_world,benign,FP14,0,BENIGN_FP14,0,60,92f55e02,Vivado v.2024.2,config_060/vfpga_c060_0.bin,PASS,13718,24699,63.5,0,PASS,90161d24c4724784d147fa3af68f33476c646716122216e43b5c0bd5cbe41ce7,
B061,0,benign,base,A02,hls_vadd,benign,FP14,0,BENIGN_FP14,1,61,92f55e02,Vivado v.2024.2,config_061/vfpga_c061_0.bin,PASS,20307,35141,78,32,PASS,a329096c840c4b9dbf22b60434b018851e38f5d6d830405e414737f16fe80158,
B062,0,benign,base,A03,multitenancy_aes,benign,FP14,0,BENIGN_FP14,2,62,92f55e02,Vivado v.2024.2,config_062/vfpga_c062_0.bin,PASS,35538,26893,63.5,0,PASS,51c21ab302a5fa1e3675ed6b2d574b917df43b49f9185721044adfac7906f9b2,
B063,0,benign,base,A04,user_interrupts,benign,FP14,0,BENIGN_FP14,3,63,92f55e02,Vivado v.2024.2,config_063/vfpga_c063_0.bin,PASS,11037,19271,50,0,PASS,01d40cdfcdfec8871ef14c17199a7c76097916142649467e08ea8320ef9de6c6,
B064,0,benign,base,A05,perf_fpga,benign,FP14,0,BENIGN_FP14,4,64,92f55e02,Vivado v.2024.2,config_064/vfpga_c064_0.bin,PASS,13734,22998,45,0,PASS,6e1fec24a3548a8723d44a8b8d84a61ae0a4280ecd95da4fcc547874b88bc98f,
B065,0,benign,base,A06,multithreading_aes,benign,FP14,0,BENIGN_FP14,5,65,92f55e02,Vivado v.2024.2,config_065/vfpga_c065_0.bin,PASS,26783,26897,55.5,0,PASS,633658d50f1ec8b74cc4f2af8f7e39c54bd4f1ac19207a29ea95c19a2d4363cb,
B066,0,benign,base,A07,euclidean,benign,FP14,0,BENIGN_FP14,6,66,92f55e02,Vivado v.2024.2,config_066/vfpga_c066_0.bin,PASS,20799,35668,78,35,PASS,bc1a775d343d5c4d5a01f14da1d1d3f79228c2e0aec595b51159c9d54677e96c,
B067,0,benign,base,A08,cosine,benign,FP14,0,BENIGN_FP14,7,67,92f55e02,Vivado v.2024.2,config_067/vfpga_c067_0.bin,PASS,20833,33842,78,15,PASS,ebda99fafe14ead990615868219217da87e7a4ce3a2b56e95df73af2ad3aaacc,
B068,0,benign,nodbg,V01,hello_world_nodbg,benign,FP14,0,BENIGN_FP14,8,68,92f55e02,Vivado v.2024.2,config_068/vfpga_c068_0.bin,PASS,9580,16676,34,0,PASS,f3d22208179e4a347df5950595ad07b31e569d1217c0d0a94b01cd69c005145f,
B069,0,benign,nodbg,V02,hls_vadd_nodbg,benign,FP14,0,BENIGN_FP14,9,69,92f55e02,Vivado v.2024.2,config_069/vfpga_c069_0.bin,PASS,13868,23647,34,32,PASS,5b1542cbdb007387d99048175810427e58f974b6798eee8f68e059708baff927,
B070,0,benign,nodbg,V03,multitenancy_aes_nodbg,benign,FP14,0,BENIGN_FP14,10,70,92f55e02,Vivado v.2024.2,config_070/vfpga_c070_0.bin,PASS,31149,18870,34,0,PASS,5ba3112e0214ef36587a8913d085b7e845da658b9209f09532ef319b2c5f9708,
B071,0,benign,nodbg,V04,user_interrupts_nodbg,benign,FP14,0,BENIGN_FP14,11,71,92f55e02,Vivado v.2024.2,config_071/vfpga_c071_0.bin,PASS,8372,14331,34,0,PASS,cefdadb10d8980c0baf5426da1a0d6c4790c89720b787400bcd2bcfe0f451ba4,
B072,0,benign,nodbg,V05,perf_fpga_nodbg,benign,FP14,0,BENIGN_FP14,12,72,92f55e02,Vivado v.2024.2,config_072/vfpga_c072_0.bin,PASS,9850,17100,34,0,PASS,0d3af6c86f7ba22dc4f9a9b6b983f3a6d5db3d8c4c699b6a3c6e6a6b9dcc3f8a,
B073,0,benign,nodbg,V06,multithreading_aes_nodbg,benign,FP14,0,BENIGN_FP14,13,73,92f55e02,Vivado v.2024.2,config_073/vfpga_c073_0.bin,PASS,20408,20785,39,0,PASS,daf39cfca41f2864dfa6cd8d2161c9cf0b0ef4489622180a549ce3565bbb710f,
B074,0,benign,nodbg,V07,euclidean_nodbg,benign,FP14,0,BENIGN_FP14,14,74,92f55e02,Vivado v.2024.2,config_074/vfpga_c074_0.bin,PASS,14360,24174,34,35,PASS,99b9d46e525ee6d07224350464c1053901302090b1c593c776ad4225e26c05e5,
S000,1,standalone,standalone,RO_8000,ro_8000,standalone,FP10,8000,STAND_FP10,0,75,92f55e02,Vivado v.2024.2,config_075/vfpga_c075_0.bin,PASS,32932,15381,34.5,0,PASS,a4301eb6148f6e30fe9e48f8a0342223e28f39f8753b06ae775350273d6aa331,
S001,1,standalone,standalone,RO_8750,ro_8750,standalone,FP10,8750,STAND_FP10,1,76,92f55e02,Vivado v.2024.2,config_076/vfpga_c076_0.bin,PASS,35182,15381,34.5,0,PASS,1b1bb43a4d3cbd1319e951da2640686d3fcd3856910299512453a8997b1c0074,
S002,1,standalone,standalone,RO_9500,ro_9500,standalone,FP10,9500,STAND_FP10,2,77,92f55e02,Vivado v.2024.2,config_077/vfpga_c077_0.bin,PASS,37432,15381,34.5,0,PASS,f6d787519fd44057351ace7c09e6ce16b90ad9d4ff421844cc709f886102edc9,
S003,1,standalone,standalone,RO_10250,ro_10250,standalone,FP10,10250,STAND_FP10,3,78,92f55e02,Vivado v.2024.2,config_078/vfpga_c078_0.bin,PASS,39682,15381,34.5,0,PASS,f42641f0e6d153da68951967742c3f4e534c079942e60b72cba6095d16f3dc45,
S004,1,standalone,standalone,RO_11000,ro_11000,standalone,FP10,11000,STAND_FP10,4,79,92f55e02,Vivado v.2024.2,config_079/vfpga_c079_0.bin,PASS,41942,15381,34.5,0,PASS,1c8861d86181699b6fe2335bca430fa2e501aa1685c2492d4c047fc00e41c75a,
S005,1,standalone,standalone,RO_11750,ro_11750,standalone,FP10,11750,STAND_FP10,5,80,92f55e02,Vivado v.2024.2,config_080/vfpga_c080_0.bin,PASS,44146,15381,34.5,0,PASS,c31185bf24ee2f07051240624df91e24fca90512ddc278ec53f3cfd0b7c2117d,
S006,1,standalone,standalone,RO_12500,ro_12500,standalone,FP10,12500,STAND_FP10,6,81,92f55e02,Vivado v.2024.2,config_081/vfpga_c081_0.bin,PASS,46396,15381,34.5,0,PASS,516b402dceff4aa484063b816a2c4199c613d481583cf70333360455dbf04edd,
S007,1,standalone,standalone,RO_13250,ro_13250,standalone,FP10,13250,STAND_FP10,7,82,92f55e02,Vivado v.2024.2,config_082/vfpga_c082_0.bin,PASS,48646,15381,34.5,0,PASS,5254399f38d3afa1f3fa0ffc72702b159dfb55e4a1d9c4f3f4b8ec8efc4f9793,
S008,1,standalone,standalone,RO_14000,ro_14000,standalone,FP10,14000,STAND_FP10,8,83,92f55e02,Vivado v.2024.2,config_083/vfpga_c083_0.bin,PASS,50896,15381,34.5,0,PASS,aafe3d70bcc18e4c9c2d2332fc3253a8c18e3bd7f5a1552db3bca18afd9cf1b2,
S009,1,standalone,standalone,RO_14750,ro_14750,standalone,FP10,14750,STAND_FP10,9,84,92f55e02,Vivado v.2024.2,config_084/vfpga_c084_0.bin,PASS,53146,15381,34.5,0,PASS,f0f7f62348416f6f0449c6915aa4b85d8ff201b16041a1a29a84550144409248,
S010,1,standalone,standalone,RO_15500,ro_15500,standalone,FP10,15500,STAND_FP10,10,85,92f55e02,Vivado v.2024.2,config_085/vfpga_c085_0.bin,PASS,55396,15381,34.5,0,PASS,8f1898918c260a8cee640d572d9833ae01afb952344c4227622cb8708f8c419b,
S011,1,standalone,standalone,RO_16250,ro_16250,standalone,FP10,16250,STAND_FP10,11,86,92f55e02,Vivado v.2024.2,config_086/vfpga_c086_0.bin,PASS,57646,15381,34.5,0,PASS,a697ccac291382f256357076b79227a9393153a83ff3d4f46ee0936bd3e62c42,
S012,1,standalone,standalone,RO_17000,ro_17000,standalone,FP10,17000,STAND_FP10,12,87,92f55e02,Vivado v.2024.2,config_087/vfpga_c087_0.bin,PASS,59896,15381,34.5,0,PASS,12edf0aa94520f2cf5b73557c51f72b4d6eb1a23eced04465885df76b5dc69bf,
S013,1,standalone,standalone,RO_17500,ro_17500,standalone,FP10,17500,STAND_FP10,13,88,92f55e02,Vivado v.2024.2,config_088/vfpga_c088_0.bin,PASS,61396,15381,34.5,0,PASS,269491e52e7a651f6fc3f29f732843047a7d2c6935a1a2da5a9d51e8fa1b3710,
S014,1,standalone,standalone,RO_18000,ro_18000,standalone,FP10,18000,STAND_FP10,14,89,92f55e02,Vivado v.2024.2,config_089/vfpga_c089_0.bin,PASS,62896,15381,34.5,0,PASS,ff498ea97e31dd64e5c9ae27d65a80869078a2b342d57c83ee961e46c264f5fb,
S015,1,standalone,standalone,RO_8000,ro_8000,standalone,FP11,8000,STAND_FP11,0,90,92f55e02,Vivado v.2024.2,config_090/vfpga_c090_0.bin,PASS,32932,15381,34.5,0,PASS,f39df67a7877bd9d578b8fddcadabba8839cb4c1422adb48f317cf68e8099b08,
S016,1,standalone,standalone,RO_8750,ro_8750,standalone,FP11,8750,STAND_FP11,1,91,92f55e02,Vivado v.2024.2,config_091/vfpga_c091_0.bin,PASS,35182,15381,34.5,0,PASS,de0d2ce4fd679bb8c55a588c816c3308bd355d6e2ce217e7d5b9b335cfbc5eba,
S017,1,standalone,standalone,RO_9500,ro_9500,standalone,FP11,9500,STAND_FP11,2,92,92f55e02,Vivado v.2024.2,config_092/vfpga_c092_0.bin,PASS,37432,15381,34.5,0,PASS,ae68bcd606386d9152e571d9dbc658e0cb527185caa0f3a9b9318c13d7c5baaf,
S018,1,standalone,standalone,RO_10250,ro_10250,standalone,FP11,10250,STAND_FP11,3,93,92f55e02,Vivado v.2024.2,config_093/vfpga_c093_0.bin,PASS,39682,15381,34.5,0,PASS,b8a6316eb673d54382e00f7aca697549043721f0085b746cbc54cdcc261d31cf,
S019,1,standalone,standalone,RO_11000,ro_11000,standalone,FP11,11000,STAND_FP11,4,94,92f55e02,Vivado v.2024.2,config_094/vfpga_c094_0.bin,PASS,41942,15381,34.5,0,PASS,4fd70178fcc9b06d2f716468d975e30df0c1730570066625823a7ec5c42c03f6,
S020,1,standalone,standalone,RO_11750,ro_11750,standalone,FP11,11750,STAND_FP11,5,95,92f55e02,Vivado v.2024.2,config_095/vfpga_c095_0.bin,PASS,44146,15381,34.5,0,PASS,78a4777a1b2523915cc278c94f70197a9d875599b1292a83d28c3b76c03c6d19,
S021,1,standalone,standalone,RO_12500,ro_12500,standalone,FP11,12500,STAND_FP11,6,96,92f55e02,Vivado v.2024.2,config_096/vfpga_c096_0.bin,PASS,46396,15381,34.5,0,PASS,5bde982b944c9d7a958f6995fb69d12e43db43c0668691623ec1d7aebe06e6cf,
