experiment_name,phase,tier,status,requested_stages,completed_stages,failure_stage,failure_reason,run_root,hls_sweep_root,config_path,started_at,finished_at
res256_layers2_WfloatAfloat_P0_RFbase_boundary,2,yellow,failed,"train,hls",train,hls,manual timeout after boundary HLS exceeded 10h,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_float/res256_layers2_WfloatAfloat_P0_RFbase_boundary_96c0f6b8d882,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_float/res256_layers2_WfloatAfloat_P0_RFbase_boundary_96c0f6b8d882/hls_sweeps/RFbase_hls_712fd6316cc8,configs/hls4ml_experiment_global/res256_layers2_WfloatAfloat_P0_RFbase_boundary.yaml,2026-05-01 02:35:26,2026-05-01 15:58:59
res256_layers3_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_float/res256_layers3_WfloatAfloat_P0_RFbase_4dfacfa4f748,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_float/res256_layers3_WfloatAfloat_P0_RFbase_4dfacfa4f748/hls_sweeps/RFbase_hls_6dc9737e76ce,configs/hls4ml_experiment_global/res256_layers3_WfloatAfloat_P0_RFbase.yaml,2026-05-01 02:35:26,2026-05-01 04:57:05
res256_layers4_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_float/res256_layers4_WfloatAfloat_P0_RFbase_d1ae34ef1d63,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_float/res256_layers4_WfloatAfloat_P0_RFbase_d1ae34ef1d63/hls_sweeps/RFbase_hls_6689eb67b8e9,configs/hls4ml_experiment_global/res256_layers4_WfloatAfloat_P0_RFbase.yaml,2026-05-01 03:39:15,2026-05-01 05:02:05
res256_layers5_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_float/res256_layers5_WfloatAfloat_P0_RFbase_9cff8e49804e,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_float/res256_layers5_WfloatAfloat_P0_RFbase_9cff8e49804e/hls_sweeps/RFbase_hls_6f8357f30a02,configs/hls4ml_experiment_global/res256_layers5_WfloatAfloat_P0_RFbase.yaml,2026-05-01 03:45:00,2026-05-01 05:17:21
res256_layers6_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_layer6_ext/cnn_small_hls_opt_img256/notebook_float/res256_layers6_WfloatAfloat_P0_RFbase_c81ebef16468,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_layer6_ext/cnn_small_hls_opt_img256/notebook_float/res256_layers6_WfloatAfloat_P0_RFbase_c81ebef16468/hls_sweeps/RFbase_hls_ae9ff5a51998,configs/hls4ml_experiment_global/res256_layers6_WfloatAfloat_P0_RFbase.yaml,2026-05-03 17:18:50,2026-05-03 19:33:13
res512_layers2_WfloatAfloat_P0_RFbase,2,red,skipped_red,"train,hls",,precheck,final_avg_pool > 32x32,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_float/res512_layers2_WfloatAfloat_P0_RFbase_4eb9145e8883,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_float/res512_layers2_WfloatAfloat_P0_RFbase_4eb9145e8883/hls_sweeps/RFbase_hls_b5dbad5dea21,configs/hls4ml_experiment_global/res512_layers2_WfloatAfloat_P0_RFbase.yaml,2026-05-01 02:35:26,2026-05-01 02:35:26
res512_layers3_WfloatAfloat_P0_RFbase_boundary,2,yellow,failed,"train,hls",train,hls,manual timeout after boundary HLS exceeded 10h,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_float/res512_layers3_WfloatAfloat_P0_RFbase_boundary_97859508be8c,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_float/res512_layers3_WfloatAfloat_P0_RFbase_boundary_97859508be8c/hls_sweeps/RFbase_hls_42a78e159289,configs/hls4ml_experiment_global/res512_layers3_WfloatAfloat_P0_RFbase_boundary.yaml,2026-05-01 03:57:01,2026-05-01 15:58:59
res512_layers4_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_float/res512_layers4_WfloatAfloat_P0_RFbase_7d365efbe88b,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_float/res512_layers4_WfloatAfloat_P0_RFbase_7d365efbe88b/hls_sweeps/RFbase_hls_457b7efa5ee8,configs/hls4ml_experiment_global/res512_layers4_WfloatAfloat_P0_RFbase.yaml,2026-05-01 04:01:16,2026-05-01 06:31:55
res512_layers6_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_layer6_ext/cnn_small_hls_opt_img512/notebook_float/res512_layers6_WfloatAfloat_P0_RFbase_6e8ca71bb5d3,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_layer6_ext/cnn_small_hls_opt_img512/notebook_float/res512_layers6_WfloatAfloat_P0_RFbase_6e8ca71bb5d3/hls_sweeps/RFbase_hls_a5ae2a6d5f4c,configs/hls4ml_experiment_global/res512_layers6_WfloatAfloat_P0_RFbase.yaml,2026-05-03 17:18:51,2026-05-03 19:51:16
res64_layers2_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers2_WfloatAfloat_P0_RFbase_ec0f07d332b7,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers2_WfloatAfloat_P0_RFbase_ec0f07d332b7/hls_sweeps/RFbase_hls_84c85e9c365b,configs/hls4ml_experiment_global/res64_layers2_WfloatAfloat_P0_RFbase.yaml,2026-05-01 05:02:05,2026-05-01 05:45:07
res64_layers3_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers3_WfloatAfloat_P0_RFbase_534826658db6,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers3_WfloatAfloat_P0_RFbase_534826658db6/hls_sweeps/RFbase_hls_e4f230890ace,configs/hls4ml_experiment_global/res64_layers3_WfloatAfloat_P0_RFbase.yaml,2026-05-01 05:17:21,2026-05-01 06:05:39
res64_layers4_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers4_WfloatAfloat_P0_RFbase_e6efd4e24919,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers4_WfloatAfloat_P0_RFbase_e6efd4e24919/hls_sweeps/RFbase_hls_d3590ed16b3b,configs/hls4ml_experiment_global/res64_layers4_WfloatAfloat_P0_RFbase.yaml,2026-05-01 05:45:07,2026-05-01 06:41:11
res64_layers5_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers5_WfloatAfloat_P0_RFbase_bebca77cccaa,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers5_WfloatAfloat_P0_RFbase_bebca77cccaa/hls_sweeps/RFbase_hls_7631ee638d56,configs/hls4ml_experiment_global/res64_layers5_WfloatAfloat_P0_RFbase.yaml,2026-05-01 06:05:39,2026-05-01 07:08:57
res64_layers6_WfloatAfloat_P0_RFbase,2,red,skipped_red,"train,hls",,precheck,final_avg_pool has nonpositive dimension,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_layer6_ext/cnn_small_hls_opt_img64/notebook_float/res64_layers6_WfloatAfloat_P0_RFbase_aa08d17f80bc,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_layer6_ext/cnn_small_hls_opt_img64/notebook_float/res64_layers6_WfloatAfloat_P0_RFbase_aa08d17f80bc/hls_sweeps/RFbase_hls_97884e71f955,configs/hls4ml_experiment_global/res64_layers6_WfloatAfloat_P0_RFbase.yaml,2026-05-03 17:18:50,2026-05-03 17:18:50
res1024_layers5_W2A2_P0_RFbase,4,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_qat/res1024_layers5_W2A2_P0_RFbase_b0c655d90dce,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_qat/res1024_layers5_W2A2_P0_RFbase_b0c655d90dce/hls_sweeps/RFbase_hls_db183c01b884,configs/hls4ml_experiment_global/res1024_layers5_W2A2_P0_RFbase.yaml,2026-05-01 16:00:33,2026-05-02 01:36:14
res1024_layers5_W3A3_P0_RFbase,4,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_qat/res1024_layers5_W3A3_P0_RFbase_9c2ee33f2c4f,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_qat/res1024_layers5_W3A3_P0_RFbase_9c2ee33f2c4f/hls_sweeps/RFbase_hls_00716361cedd,configs/hls4ml_experiment_global/res1024_layers5_W3A3_P0_RFbase.yaml,2026-05-01 16:00:33,2026-05-02 01:17:54
res1024_layers5_W4A4_P0_RFbase,4,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_qat/res1024_layers5_W4A4_P0_RFbase_b1ab7d29d292,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_qat/res1024_layers5_W4A4_P0_RFbase_b1ab7d29d292/hls_sweeps/RFbase_hls_55d8c058835d,configs/hls4ml_experiment_global/res1024_layers5_W4A4_P0_RFbase.yaml,2026-05-01 16:00:33,2026-05-02 01:23:40
res1024_layers5_W8A8_P0_RFbase,4,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_qat/res1024_layers5_W8A8_P0_RFbase_26d4fd1675a6,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_qat/res1024_layers5_W8A8_P0_RFbase_26d4fd1675a6/hls_sweeps/RFbase_hls_3a8f5110ca8f,configs/hls4ml_experiment_global/res1024_layers5_W8A8_P0_RFbase.yaml,2026-05-01 16:00:33,2026-05-02 01:43:32
res128_layers2_W2A2_P0_RFbase,4,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers2_W2A2_P0_RFbase_5f866a9e1788,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers2_W2A2_P0_RFbase_5f866a9e1788/hls_sweeps/RFbase_hls_14094bf83429,configs/hls4ml_experiment_global/res128_layers2_W2A2_P0_RFbase.yaml,2026-05-01 16:00:33,2026-05-01 18:37:53
res128_layers2_W3A3_P0_RFbase,4,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers2_W3A3_P0_RFbase_d9c32359d757,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers2_W3A3_P0_RFbase_d9c32359d757/hls_sweeps/RFbase_hls_bd03ff19dbfe,configs/hls4ml_experiment_global/res128_layers2_W3A3_P0_RFbase.yaml,2026-05-01 16:00:33,2026-05-01 18:46:55
res128_layers2_W4A4_P0_RFbase,4,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers2_W4A4_P0_RFbase_9ace0aa24696,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers2_W4A4_P0_RFbase_9ace0aa24696/hls_sweeps/RFbase_hls_3e801a93827d,configs/hls4ml_experiment_global/res128_layers2_W4A4_P0_RFbase.yaml,2026-05-01 16:00:33,2026-05-01 18:41:08
res128_layers2_W6A6_P0_RFbase,4,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers2_W6A6_P0_RFbase_eb1a23726243,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers2_W6A6_P0_RFbase_eb1a23726243/hls_sweeps/RFbase_hls_e1958d8e4fbe,configs/hls4ml_experiment_global/res128_layers2_W6A6_P0_RFbase.yaml,2026-05-01 18:37:53,2026-05-01 21:23:21
res128_layers2_W8A8_P0_RFbase,4,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers2_W8A8_P0_RFbase_894a7c95108c,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers2_W8A8_P0_RFbase_894a7c95108c/hls_sweeps/RFbase_hls_c23c3cd75568,configs/hls4ml_experiment_global/res128_layers2_W8A8_P0_RFbase.yaml,2026-05-01 18:41:08,2026-05-01 21:21:51
res128_layers3_W2A2_P0_RFbase,4,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers3_W2A2_P0_RFbase_b2d67842f823,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers3_W2A2_P0_RFbase_b2d67842f823/hls_sweeps/RFbase_hls_73016adfbc73,configs/hls4ml_experiment_global/res128_layers3_W2A2_P0_RFbase.yaml,2026-05-01 18:46:55,2026-05-01 21:21:51
res128_layers3_W3A3_P0_RFbase,4,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers3_W3A3_P0_RFbase_649b4919a909,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers3_W3A3_P0_RFbase_649b4919a909/hls_sweeps/RFbase_hls_63144b409e77,configs/hls4ml_experiment_global/res128_layers3_W3A3_P0_RFbase.yaml,2026-05-01 21:21:51,2026-05-01 23:44:48
res128_layers3_W4A4_P0_RFbase,4,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers3_W4A4_P0_RFbase_9372facab4e2,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers3_W4A4_P0_RFbase_9372facab4e2/hls_sweeps/RFbase_hls_f0f0d4d315a3,configs/hls4ml_experiment_global/res128_layers3_W4A4_P0_RFbase.yaml,2026-05-01 21:21:51,2026-05-01 23:38:16
res128_layers3_W6A6_P0_RFbase,4,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers3_W6A6_P0_RFbase_24bcbc859650,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers3_W6A6_P0_RFbase_24bcbc859650/hls_sweeps/RFbase_hls_b08663eb4c5c,configs/hls4ml_experiment_global/res128_layers3_W6A6_P0_RFbase.yaml,2026-05-01 21:23:21,2026-05-01 23:43:48
res128_layers3_W8A8_P0_RFbase,4,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers3_W8A8_P0_RFbase_df7a9b282262,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers3_W8A8_P0_RFbase_df7a9b282262/hls_sweeps/RFbase_hls_7d624155ea61,configs/hls4ml_experiment_global/res128_layers3_W8A8_P0_RFbase.yaml,2026-05-01 23:38:16,2026-05-02 00:55:35
res128_layers4_W2A2_P0_RFbase,4,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers4_W2A2_P0_RFbase_d6f9235db00d,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers4_W2A2_P0_RFbase_d6f9235db00d/hls_sweeps/RFbase_hls_4f2927d46eec,configs/hls4ml_experiment_global/res128_layers4_W2A2_P0_RFbase.yaml,2026-05-01 23:43:48,2026-05-02 01:06:36
res128_layers4_W3A3_P0_RFbase,4,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers4_W3A3_P0_RFbase_f7c014217fb9,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers4_W3A3_P0_RFbase_f7c014217fb9/hls_sweeps/RFbase_hls_f6c8318eb741,configs/hls4ml_experiment_global/res128_layers4_W3A3_P0_RFbase.yaml,2026-05-01 23:44:48,2026-05-02 01:07:07
