sample_id,class_label,class_name,source_type,app_id,app_name,variant_id,floorplan_id,ro_count,batch_id,config_local,config_global,shell_id,tool_version,bitstream_path,timing_status,lut_count,ff_count,bram_count,dsp_count,validation_status,file_hash,notes
B049,0,benign,base,A05,perf_fpga,benign,FP03,0,BENIGN_FP03,4,49,0ef56b64,Vivado v.2024.2,config_049/vfpga_c049_0.bin,PASS,13734,22998,45,0,PASS,302630476015ba7941e326ed2bf3598336fa571f042cd4b7783ae46d655434a6,
B050,0,benign,base,A06,multithreading_aes,benign,FP03,0,BENIGN_FP03,5,50,0ef56b64,Vivado v.2024.2,config_050/vfpga_c050_0.bin,PASS,26783,26897,55.5,0,PASS,c9c54d700fd004e6414ed8cbde8b06e8e5e2134c6e2f4242e5c55d3e6fbbcd20,
B051,0,benign,base,A07,euclidean,benign,FP03,0,BENIGN_FP03,6,51,0ef56b64,Vivado v.2024.2,config_051/vfpga_c051_0.bin,PASS,20799,35668,78,35,PASS,cb770c21b7082f461f88598e1397815a6bbb0c5be6b9eb88634c2801cf729590,
B052,0,benign,base,A08,cosine,benign,FP03,0,BENIGN_FP03,7,52,0ef56b64,Vivado v.2024.2,config_052/vfpga_c052_0.bin,PASS,20833,33842,78,15,PASS,1d6dc6d3da3cc3bf0f35d7d5959d25ff1c58de9346fc78a3a7a11b1226a1c5ee,
B053,0,benign,nodbg,V01,hello_world_nodbg,benign,FP03,0,BENIGN_FP03,8,53,0ef56b64,Vivado v.2024.2,config_053/vfpga_c053_0.bin,PASS,9580,16676,34,0,PASS,700254a6c499f43f435f936951dc4170539e4fc766e2810dd0074d818ed86c30,
B054,0,benign,nodbg,V02,hls_vadd_nodbg,benign,FP03,0,BENIGN_FP03,9,54,0ef56b64,Vivado v.2024.2,config_054/vfpga_c054_0.bin,PASS,13868,23647,34,32,PASS,383d60cf302bce8d662dc1a53a3112dd3f838460782646569a3c26b71d648918,
B055,0,benign,nodbg,V03,multitenancy_aes_nodbg,benign,FP03,0,BENIGN_FP03,10,55,0ef56b64,Vivado v.2024.2,config_055/vfpga_c055_0.bin,PASS,31149,18870,34,0,PASS,1b1896311f26769ea3133b7db46e186c5ac9246c5ea9b8c2a9335604cb9a6571,
B056,0,benign,nodbg,V04,user_interrupts_nodbg,benign,FP03,0,BENIGN_FP03,11,56,0ef56b64,Vivado v.2024.2,config_056/vfpga_c056_0.bin,PASS,8372,14331,34,0,PASS,2e0a94b9ad09d63bdb9b03efa042ec55ab845f3885ce672cbe44b1d44239f1c3,
B057,0,benign,nodbg,V05,perf_fpga_nodbg,benign,FP03,0,BENIGN_FP03,12,57,0ef56b64,Vivado v.2024.2,config_057/vfpga_c057_0.bin,PASS,9850,17100,34,0,PASS,7b50d71f7cf77e97dbb95c919bc5931742a522187fc6582569599f9371b93c93,
B058,0,benign,nodbg,V06,multithreading_aes_nodbg,benign,FP03,0,BENIGN_FP03,13,58,0ef56b64,Vivado v.2024.2,config_058/vfpga_c058_0.bin,PASS,20408,20785,39,0,PASS,273a5a82adfecf97fd07ce2a666ca8409bd4dc9cc8513c5628268cf5ec5079cd,
B059,0,benign,nodbg,V07,euclidean_nodbg,benign,FP03,0,BENIGN_FP03,14,59,0ef56b64,Vivado v.2024.2,config_059/vfpga_c059_0.bin,PASS,14360,24174,34,35,PASS,91eb14b891a3892cb0c59051785a16583b6e29f95c204c702fc4b826dcf0dd42,
B060,0,benign,base,A01,hello_world,benign,FP04,0,BENIGN_FP04,0,60,0ef56b64,Vivado v.2024.2,config_060/vfpga_c060_0.bin,PASS,13718,24699,63.5,0,PASS,10fdcf2a28d23dc883fa39e52072c125d59418a8f32153b9023ef148e30d5f2f,
B061,0,benign,base,A02,hls_vadd,benign,FP04,0,BENIGN_FP04,1,61,0ef56b64,Vivado v.2024.2,config_061/vfpga_c061_0.bin,PASS,20307,35141,78,32,PASS,0985d80f57bcf89dc837b51a3ff60e42e17878f434b173b636ef26b55a5c0784,
B062,0,benign,base,A03,multitenancy_aes,benign,FP04,0,BENIGN_FP04,2,62,0ef56b64,Vivado v.2024.2,config_062/vfpga_c062_0.bin,PASS,35538,26893,63.5,0,PASS,185e64b815c555974e34042fcaef8df985c91b8067a80ec9da4551202a309a11,
B063,0,benign,base,A04,user_interrupts,benign,FP04,0,BENIGN_FP04,3,63,0ef56b64,Vivado v.2024.2,config_063/vfpga_c063_0.bin,PASS,11037,19271,50,0,PASS,d9d7ffc0e532d57846a7a1fd42602e41610a5eac969c919c3cc80fe510dcf9c2,
B064,0,benign,base,A05,perf_fpga,benign,FP04,0,BENIGN_FP04,4,64,0ef56b64,Vivado v.2024.2,config_064/vfpga_c064_0.bin,PASS,13734,22998,45,0,PASS,d6d42aa315c5327611f35c8ecc64d0e2132387ab7d2418b22063581ff6c7ff4d,
B065,0,benign,base,A06,multithreading_aes,benign,FP04,0,BENIGN_FP04,5,65,0ef56b64,Vivado v.2024.2,config_065/vfpga_c065_0.bin,PASS,26783,26897,55.5,0,PASS,137a5038adaf3f508eabffaac5cc1b8b3a439bb2f17cc5150493f722f83c374e,
B066,0,benign,base,A07,euclidean,benign,FP04,0,BENIGN_FP04,6,66,0ef56b64,Vivado v.2024.2,config_066/vfpga_c066_0.bin,PASS,20799,35668,78,35,PASS,7034d7e195d5a95af3f53591513a011e971deb350c2af93a6ce9304873f5f135,
B067,0,benign,base,A08,cosine,benign,FP04,0,BENIGN_FP04,7,67,0ef56b64,Vivado v.2024.2,config_067/vfpga_c067_0.bin,PASS,20833,33842,78,15,PASS,8dccfc342c47c2db51d27d9aeefdca5f042b02aa57a2512862e286ea753d2e27,
B068,0,benign,nodbg,V01,hello_world_nodbg,benign,FP04,0,BENIGN_FP04,8,68,0ef56b64,Vivado v.2024.2,config_068/vfpga_c068_0.bin,PASS,9580,16676,34,0,PASS,8efde52c4f96d1bda6f3aa8ca210e7dff8e654b779cc6dee7f2b6bbf5d5f3791,
B069,0,benign,nodbg,V02,hls_vadd_nodbg,benign,FP04,0,BENIGN_FP04,9,69,0ef56b64,Vivado v.2024.2,config_069/vfpga_c069_0.bin,PASS,13868,23647,34,32,PASS,c0bcfb4c1dd7070b332a6c7a01301c65456b8db634c8b0eb6fe89d7886de8624,
B070,0,benign,nodbg,V03,multitenancy_aes_nodbg,benign,FP04,0,BENIGN_FP04,10,70,0ef56b64,Vivado v.2024.2,config_070/vfpga_c070_0.bin,PASS,31149,18870,34,0,PASS,f28c6140e65509626dd15d06f0841f4e57a5eac09e3ff03fd6cb43cef92217f1,
B071,0,benign,nodbg,V04,user_interrupts_nodbg,benign,FP04,0,BENIGN_FP04,11,71,0ef56b64,Vivado v.2024.2,config_071/vfpga_c071_0.bin,PASS,8372,14331,34,0,PASS,5815400f4ae61f792367024f0bb9ddd9ac4b9c6852ed23605eb0fca6ebd9177e,
B072,0,benign,nodbg,V05,perf_fpga_nodbg,benign,FP04,0,BENIGN_FP04,12,72,0ef56b64,Vivado v.2024.2,config_072/vfpga_c072_0.bin,PASS,9850,17100,34,0,PASS,e8a4a13558818700951a35ebc71eb4d2294c8e5c1d2e4930a78cb35ae5246627,
B073,0,benign,nodbg,V06,multithreading_aes_nodbg,benign,FP04,0,BENIGN_FP04,13,73,0ef56b64,Vivado v.2024.2,config_073/vfpga_c073_0.bin,PASS,20408,20785,39,0,PASS,22426a1dbc20661d7e807387168b1a687cecb624024f95b467451fccc3a8ae44,
B074,0,benign,nodbg,V07,euclidean_nodbg,benign,FP04,0,BENIGN_FP04,14,74,0ef56b64,Vivado v.2024.2,config_074/vfpga_c074_0.bin,PASS,14360,24174,34,35,PASS,c4ffef200eeb66ce40c591914c2ea214e55e0af0edcbeba529207d69ec255fc7,
S000,1,standalone,standalone,RO_0004,ro_0004,standalone,FP00,4,STAND_FP00,0,75,0ef56b64,Vivado v.2024.2,config_075/vfpga_c075_0.bin,PASS,8384,14331,34,0,PASS,29129a3c2f3494fa074f7cd4337e4bcf07a1fdd80e1fd5791b96de28642b3a11,
S001,1,standalone,standalone,RO_0016,ro_0016,standalone,FP00,16,STAND_FP00,1,76,0ef56b64,Vivado v.2024.2,config_076/vfpga_c076_0.bin,PASS,8420,14331,34,0,PASS,ced9c44977595e03fb053113aff15857f8402bc6e0f58ae7ebddfe382de7557a,
S002,1,standalone,standalone,RO_0064,ro_0064,standalone,FP00,64,STAND_FP00,2,77,0ef56b64,Vivado v.2024.2,config_077/vfpga_c077_0.bin,PASS,8564,14331,34,0,PASS,bd744ad9292a665ceb107283984a6f6e47a0eeb68df9683656d95c8905ff6c41,
S003,1,standalone,standalone,RO_0256,ro_0256,standalone,FP00,256,STAND_FP00,3,78,0ef56b64,Vivado v.2024.2,config_078/vfpga_c078_0.bin,PASS,9140,14331,34,0,PASS,4295055503abcca1c9a8319162aff94e91e64cf6aec21caa2e49b226ba435da4,
S004,1,standalone,standalone,RO_1024,ro_1024,standalone,FP00,1024,STAND_FP00,4,79,0ef56b64,Vivado v.2024.2,config_079/vfpga_c079_0.bin,PASS,11444,14331,34,0,PASS,f78c2203be7a2b5f8149fd4d964061d317875c7094865d4d0cc5d014f3821a60,
S005,1,standalone,standalone,RO_4096,ro_4096,standalone,FP00,4096,STAND_FP00,5,80,0ef56b64,Vivado v.2024.2,config_080/vfpga_c080_0.bin,PASS,20660,14331,34,0,PASS,434794dd23d132feff84baf80635d7c3a1f7851123696f897944c8a571a65b83,
S006,1,standalone,standalone,RO_8192,ro_8192,standalone,FP00,8192,STAND_FP00,6,81,0ef56b64,Vivado v.2024.2,config_081/vfpga_c081_0.bin,PASS,32948,14331,34,0,PASS,aeddabe64169edc376fd07afc5c1d64cf02da8cd3df968d187a4af766dab98d1,
S007,1,standalone,standalone,RO_10000,ro_10000,standalone,FP00,10000,STAND_FP00,7,82,0ef56b64,Vivado v.2024.2,config_082/vfpga_c082_0.bin,PASS,38372,14331,34,0,PASS,54a34760eba72600d36f3c38c6de6a6fd6bc28ba0decf863d90771a9fa847422,
S008,1,standalone,standalone,RO_12000,ro_12000,standalone,FP00,12000,STAND_FP00,8,83,0ef56b64,Vivado v.2024.2,config_083/vfpga_c083_0.bin,PASS,44336,14331,34,0,PASS,0c3286e7aed0c964a9d1a96f26b13b7889f72f077d57d0156ae0329eaf9a3112,
S009,1,standalone,standalone,RO_14000,ro_14000,standalone,FP00,14000,STAND_FP00,9,84,0ef56b64,Vivado v.2024.2,config_084/vfpga_c084_0.bin,PASS,50336,14331,34,0,PASS,a72f4f546a38c37b60fd472ff2d0fc4a0eee09b8c7467f0f1932d1bc10473203,
S010,1,standalone,standalone,RO_16000,ro_16000,standalone,FP00,16000,STAND_FP00,10,85,0ef56b64,Vivado v.2024.2,config_085/vfpga_c085_0.bin,PASS,56336,14331,34,0,PASS,1942ca1a3a9876797cb54a55abcd72c7b78b64edd500ff27d67bbbeb35aedaee,
S011,1,standalone,standalone,RO_18000,ro_18000,standalone,FP00,18000,STAND_FP00,11,86,0ef56b64,Vivado v.2024.2,config_086/vfpga_c086_0.bin,PASS,62336,14331,34,0,PASS,308165660675abfff76984dc4982a21c355841dab47c0a64a19cd8709fb9e2eb,
S012,1,standalone,standalone,RO_19000,ro_19000,standalone,FP00,19000,STAND_FP00,12,87,0ef56b64,Vivado v.2024.2,config_087/vfpga_c087_0.bin,PASS,65336,14331,34,0,PASS,be80eaae4a51f94a26a04b1d267bc9898520521dc0777fc6c357270200670168,
S013,1,standalone,standalone,RO_20000,ro_20000,standalone,FP00,20000,STAND_FP00,13,88,0ef56b64,Vivado v.2024.2,config_088/vfpga_c088_0.bin,PASS,68336,14331,34,0,PASS,129e883a17988f2af907015de85aa4bfcc011092398421e97815c592717dc88f,
S014,1,standalone,standalone,RO_22000,ro_22000,standalone,FP00,22000,STAND_FP00,14,89,0ef56b64,Vivado v.2024.2,config_089/vfpga_c089_0.bin,PASS,74336,14331,34,0,PASS,1965a01ec0c4f160028728dd9976460f30e2012a669d64b6c4c239cde64dc8d7,
S015,1,standalone,standalone,RO_0004,ro_0004,standalone,FP01,4,STAND_FP01,0,90,0ef56b64,Vivado v.2024.2,config_090/vfpga_c090_0.bin,FAIL,8944,15381,34.5,0,FAIL,7e680c31cf004dc5e7917717b59537616b9be4ef5c5bf868fd58071b9211f3da,
S016,1,standalone,standalone,RO_0016,ro_0016,standalone,FP01,16,STAND_FP01,1,91,0ef56b64,Vivado v.2024.2,config_091/vfpga_c091_0.bin,FAIL,8980,15381,34.5,0,FAIL,d4c01e0e769e3df07db66ccb93b9cbb50666872f303c61e90012a8d3829a54ae,
S017,1,standalone,standalone,RO_0064,ro_0064,standalone,FP01,64,STAND_FP01,2,92,0ef56b64,Vivado v.2024.2,config_092/vfpga_c092_0.bin,FAIL,9124,15381,34.5,0,FAIL,da6ee5c0a9d676d1c428b78d4664670cf870c003249e915f8ce3b4b94c5fb579,
S018,1,standalone,standalone,RO_0256,ro_0256,standalone,FP01,256,STAND_FP01,3,93,0ef56b64,Vivado v.2024.2,config_093/vfpga_c093_0.bin,FAIL,9700,15381,34.5,0,FAIL,09f41d2ac4bd8bc1d358fa28ef930f50798924e350520a6bf0b2f6035ba5ee0b,
S019,1,standalone,standalone,RO_1024,ro_1024,standalone,FP01,1024,STAND_FP01,4,94,0ef56b64,Vivado v.2024.2,config_094/vfpga_c094_0.bin,FAIL,12004,15381,34.5,0,FAIL,c21018e4ceb0279cf6f0358141e58a88646ff44f781a5f66fb42cc2e2dfa903a,
