zeropad2d_cl_array_ap_ufixed_8u_array_ap_ufixed_6_2_4_0_0_8u_config7_U0.grp_zeropad2d_cl_array_array_ap_ufixed_6_2_4_0_0_8u_config7_Pipeline_PadTopWidth_fu_54,PadTopWidth,upc_loop_status8.csv
zeropad2d_cl_array_ap_ufixed_8u_array_ap_ufixed_6_2_4_0_0_8u_config7_U0.grp_zeropad2d_cl_array_array_ap_ufixed_8u_config7_Pipeline_PadBottomWidth_fu_60,PadBottomWidth,upc_loop_status9.csv
zeropad2d_cl_array_ap_ufixed_8u_array_ap_ufixed_6_2_4_0_0_8u_config7_U0.grp_zeropad2d_cl_array_array_ap_ufixed_6_2_4_0_0_8u_config7_Pipeline_CopyMain_fu_66,CopyMain,upc_loop_status10.csv
conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_20_11_5_3_0_16u_config8_U0,ReadInputHeight_ReadInputWidth,seq_loop_status4.csv
conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_20_11_5_3_0_16u_config8_U0.grp_compute_output_buffer_2d_array_array_ap_fixed_20_11_5_3_0_16u_config8_s_fu_260.grp_dense_resource_rf_leq_nin_ap_ufixed_ap_fixed_20_11_5_3_0_config8_mult_s_fu_497,ReuseLoop,rewind_loop_status2.csv
relu_array_ap_fixed_16u_array_ap_ufixed_6_2_4_0_0_16u_relu_config10_U0,ReLUActLoop,upc_loop_status11.csv
pooling2d_cl_array_array_ap_ufixed_6_2_4_0_0_16u_config11_U0,ReadInputHeight_ReadInputWidth,upc_loop_status12.csv
zeropad2d_cl_array_array_ap_ufixed_6_2_4_0_0_16u_config12_U0.grp_zeropad2d_cl_array_array_ap_ufixed_16u_config12_Pipeline_PadTopWidth_fu_22,PadTopWidth,upc_loop_status13.csv
zeropad2d_cl_array_array_ap_ufixed_6_2_4_0_0_16u_config12_U0.grp_zeropad2d_cl_array_array_ap_ufixed_6_2_4_0_0_16u_config12_Pipeline_PadMain_fu_28,PadMain,upc_loop_status14.csv
zeropad2d_cl_array_array_ap_ufixed_6_2_4_0_0_16u_config12_U0.grp_zeropad2d_cl_array_array_ap_ufixed_16u_config12_Pipeline_PadBottomWidth_fu_36,PadBottomWidth,upc_loop_status15.csv
conv_2d_cl_array_array_ap_fixed_21_12_5_3_0_24u_config13_U0,ReadInputHeight_ReadInputWidth,seq_loop_status5.csv
conv_2d_cl_array_array_ap_fixed_21_12_5_3_0_24u_config13_U0.grp_compute_output_buffer_2d_array_array_ap_fixed_21_12_5_3_0_24u_config13_s_fu_468.grp_dense_resource_rf_leq_nin_ap_ufixed_ap_fixed_21_12_5_3_0_config13_mult_s_fu_929,ReuseLoop,rewind_loop_status3.csv
relu_array_ap_fixed_24u_array_ap_ufixed_6_3_4_0_0_24u_relu_config15_U0,ReLUActLoop,upc_loop_status16.csv
pooling2d_cl_array_array_ap_ufixed_6_3_4_0_0_24u_config16_U0,ReadInputHeight_ReadInputWidth,upc_loop_status17.csv
zeropad2d_cl_array_array_ap_ufixed_6_3_4_0_0_24u_config17_U0.grp_zeropad2d_cl_array_array_ap_ufixed_24u_config17_Pipeline_PadTopWidth_fu_22,PadTopWidth,upc_loop_status18.csv
zeropad2d_cl_array_array_ap_ufixed_6_3_4_0_0_24u_config17_U0.grp_zeropad2d_cl_array_array_ap_ufixed_6_3_4_0_0_24u_config17_Pipeline_PadMain_fu_28,PadMain,upc_loop_status19.csv
zeropad2d_cl_array_array_ap_ufixed_6_3_4_0_0_24u_config17_U0.grp_zeropad2d_cl_array_array_ap_ufixed_24u_config17_Pipeline_PadBottomWidth_fu_36,PadBottomWidth,upc_loop_status20.csv
conv_2d_cl_array_array_ap_fixed_21_13_5_3_0_24u_config18_U0,ReadInputHeight_ReadInputWidth,seq_loop_status6.csv
conv_2d_cl_array_array_ap_fixed_21_13_5_3_0_24u_config18_U0.grp_compute_output_buffer_2d_array_array_ap_fixed_21_13_5_3_0_24u_config18_s_fu_676.grp_dense_resource_rf_leq_nin_ap_ufixed_ap_fixed_21_13_5_3_0_config18_mult_s_fu_1361,ReuseLoop,rewind_loop_status4.csv
relu_array_ap_fixed_24u_array_ap_ufixed_6_4_4_0_0_24u_relu_config20_U0,ReLUActLoop,upc_loop_status21.csv
pooling2d_cl_array_array_ap_ufixed_6_4_4_0_0_24u_config21_U0,ReadInputHeight_ReadInputWidth,upc_loop_status22.csv
zeropad2d_cl_array_array_ap_ufixed_6_4_4_0_0_24u_config22_U0.grp_zeropad2d_cl_array_array_ap_ufixed_24u_config22_Pipeline_PadTopWidth_fu_22,PadTopWidth,upc_loop_status23.csv
zeropad2d_cl_array_array_ap_ufixed_6_4_4_0_0_24u_config22_U0.grp_zeropad2d_cl_array_array_ap_ufixed_6_4_4_0_0_24u_config22_Pipeline_PadMain_fu_28,PadMain,upc_loop_status24.csv
zeropad2d_cl_array_array_ap_ufixed_6_4_4_0_0_24u_config22_U0.grp_zeropad2d_cl_array_array_ap_ufixed_24u_config22_Pipeline_PadBottomWidth_fu_36,PadBottomWidth,upc_loop_status25.csv
conv_2d_cl_array_array_ap_fixed_21_14_5_3_0_32u_config23_U0,ReadInputHeight_ReadInputWidth,seq_loop_status7.csv
conv_2d_cl_array_array_ap_fixed_21_14_5_3_0_32u_config23_U0.grp_compute_output_buffer_2d_array_array_ap_fixed_21_14_5_3_0_32u_config23_s_fu_676.grp_dense_resource_rf_leq_nin_ap_ufixed_ap_fixed_21_14_5_3_0_config23_mult_s_fu_1361,ReuseLoop,rewind_loop_status5.csv
relu_array_ap_fixed_32u_array_ap_ufixed_6_5_4_0_0_32u_relu_config25_U0,ReLUActLoop,upc_loop_status26.csv
pooling2d_cl_array_array_ap_ufixed_6_5_4_0_0_32u_config26_U0,ReadInputHeight_ReadInputWidth,upc_loop_status27.csv
pooling2d_cl_array_array_ap_ufixed_6_5_4_0_0_32u_config27_U0,ReadInputHeight_ReadInputWidth,upc_loop_status28.csv
dense_array_ap_ufixed_32u_array_ap_fixed_16_6_0_0_0_1u_config29_U0.grp_dense_resource_rf_leq_nin_ap_ufixed_ap_fixed_16_6_0_0_0_config29_s_fu_161,ReuseLoop,rewind_loop_status6.csv
