experiment_name,phase,tier,status,requested_stages,completed_stages,failure_stage,failure_reason,run_root,hls_sweep_root,config_path,started_at,finished_at
res256_layers3_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_float/res256_layers3_WfloatAfloat_P0_RFbase_4dfacfa4f748,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_float/res256_layers3_WfloatAfloat_P0_RFbase_4dfacfa4f748/hls_sweeps/RFbase_hls_6dc9737e76ce,configs/hls4ml_experiment/res256_layers3_WfloatAfloat_P0_RFbase.yaml,2026-05-01 02:35:26,2026-05-01 04:57:05
res256_layers4_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_float/res256_layers4_WfloatAfloat_P0_RFbase_d1ae34ef1d63,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_float/res256_layers4_WfloatAfloat_P0_RFbase_d1ae34ef1d63/hls_sweeps/RFbase_hls_6689eb67b8e9,configs/hls4ml_experiment/res256_layers4_WfloatAfloat_P0_RFbase.yaml,2026-05-01 03:39:15,2026-05-01 05:02:05
res256_layers5_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_float/res256_layers5_WfloatAfloat_P0_RFbase_9cff8e49804e,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img256/notebook_float/res256_layers5_WfloatAfloat_P0_RFbase_9cff8e49804e/hls_sweeps/RFbase_hls_6f8357f30a02,configs/hls4ml_experiment/res256_layers5_WfloatAfloat_P0_RFbase.yaml,2026-05-01 03:45:00,2026-05-01 05:17:21
res64_layers2_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers2_WfloatAfloat_P0_RFbase_ec0f07d332b7,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers2_WfloatAfloat_P0_RFbase_ec0f07d332b7/hls_sweeps/RFbase_hls_84c85e9c365b,configs/hls4ml_experiment/res64_layers2_WfloatAfloat_P0_RFbase.yaml,2026-05-01 05:02:05,2026-05-01 05:45:07
res64_layers3_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers3_WfloatAfloat_P0_RFbase_534826658db6,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers3_WfloatAfloat_P0_RFbase_534826658db6/hls_sweeps/RFbase_hls_e4f230890ace,configs/hls4ml_experiment/res64_layers3_WfloatAfloat_P0_RFbase.yaml,2026-05-01 05:17:21,2026-05-01 06:05:39
res512_layers4_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_float/res512_layers4_WfloatAfloat_P0_RFbase_7d365efbe88b,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_float/res512_layers4_WfloatAfloat_P0_RFbase_7d365efbe88b/hls_sweeps/RFbase_hls_457b7efa5ee8,configs/hls4ml_experiment/res512_layers4_WfloatAfloat_P0_RFbase.yaml,2026-05-01 04:01:16,2026-05-01 06:31:55
res64_layers4_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers4_WfloatAfloat_P0_RFbase_e6efd4e24919,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers4_WfloatAfloat_P0_RFbase_e6efd4e24919/hls_sweeps/RFbase_hls_d3590ed16b3b,configs/hls4ml_experiment/res64_layers4_WfloatAfloat_P0_RFbase.yaml,2026-05-01 05:45:07,2026-05-01 06:41:11
res512_layers5_WfloatAfloat_P0_RFbase,1,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_float/res512_layers5_WfloatAfloat_P0_RFbase_3cbe423918eb,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_float/res512_layers5_WfloatAfloat_P0_RFbase_3cbe423918eb/hls_sweeps/RFbase_hls_8c7e3f3350e9,configs/hls4ml_experiment/res512_layers5_WfloatAfloat_P0_RFbase.yaml,2026-05-01 04:57:05,2026-05-01 06:42:11
res1024_layers5_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_float/res1024_layers5_WfloatAfloat_P0_RFbase_520e1182e461,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_float/res1024_layers5_WfloatAfloat_P0_RFbase_520e1182e461/hls_sweeps/RFbase_hls_211743516b99,configs/hls4ml_experiment/res1024_layers5_WfloatAfloat_P0_RFbase.yaml,2026-05-01 02:35:26,2026-05-01 07:03:42
res64_layers5_WfloatAfloat_P0_RFbase,2,green,success,"train,hls","train,hls",,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers5_WfloatAfloat_P0_RFbase_bebca77cccaa,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img64/notebook_float/res64_layers5_WfloatAfloat_P0_RFbase_bebca77cccaa/hls_sweeps/RFbase_hls_7631ee638d56,configs/hls4ml_experiment/res64_layers5_WfloatAfloat_P0_RFbase.yaml,2026-05-01 06:05:39,2026-05-01 07:08:57
res1024_layers5_W2A2_P0_RFbase,4,green,running,"train,hls",,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_qat/res1024_layers5_W2A2_P0_RFbase_b0c655d90dce,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_qat/res1024_layers5_W2A2_P0_RFbase_b0c655d90dce/hls_sweeps/RFbase_hls_db183c01b884,configs/hls4ml_experiment/res1024_layers5_W2A2_P0_RFbase.yaml,2026-05-01 16:00:33,
res1024_layers5_W3A3_P0_RFbase,4,green,running,"train,hls",,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_qat/res1024_layers5_W3A3_P0_RFbase_9c2ee33f2c4f,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_qat/res1024_layers5_W3A3_P0_RFbase_9c2ee33f2c4f/hls_sweeps/RFbase_hls_00716361cedd,configs/hls4ml_experiment/res1024_layers5_W3A3_P0_RFbase.yaml,2026-05-01 16:00:33,
res1024_layers5_W4A4_P0_RFbase,4,green,running,"train,hls",,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_qat/res1024_layers5_W4A4_P0_RFbase_b1ab7d29d292,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_qat/res1024_layers5_W4A4_P0_RFbase_b1ab7d29d292/hls_sweeps/RFbase_hls_55d8c058835d,configs/hls4ml_experiment/res1024_layers5_W4A4_P0_RFbase.yaml,2026-05-01 16:00:33,
res1024_layers5_W6A6_P0_RFbase,4,green,running,"train,hls",,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_qat/res1024_layers5_W6A6_P0_RFbase_7280ec04939e,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_qat/res1024_layers5_W6A6_P0_RFbase_7280ec04939e/hls_sweeps/RFbase_hls_4bda7d460154,configs/hls4ml_experiment/res1024_layers5_W6A6_P0_RFbase.yaml,2026-05-01 16:00:33,
res1024_layers5_W8A8_P0_RFbase,4,green,running,"train,hls",,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_qat/res1024_layers5_W8A8_P0_RFbase_26d4fd1675a6,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img1024/notebook_qat/res1024_layers5_W8A8_P0_RFbase_26d4fd1675a6/hls_sweeps/RFbase_hls_3a8f5110ca8f,configs/hls4ml_experiment/res1024_layers5_W8A8_P0_RFbase.yaml,2026-05-01 16:00:33,
res128_layers2_W2A2_P0_RFbase,4,green,running,"train,hls",,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers2_W2A2_P0_RFbase_5f866a9e1788,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers2_W2A2_P0_RFbase_5f866a9e1788/hls_sweeps/RFbase_hls_14094bf83429,configs/hls4ml_experiment/res128_layers2_W2A2_P0_RFbase.yaml,2026-05-01 16:00:33,
res128_layers2_W3A3_P0_RFbase,4,green,running,"train,hls",,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers2_W3A3_P0_RFbase_d9c32359d757,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers2_W3A3_P0_RFbase_d9c32359d757/hls_sweeps/RFbase_hls_bd03ff19dbfe,configs/hls4ml_experiment/res128_layers2_W3A3_P0_RFbase.yaml,2026-05-01 16:00:33,
res128_layers2_W4A4_P0_RFbase,4,green,running,"train,hls",,,,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers2_W4A4_P0_RFbase_9ace0aa24696,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img128/notebook_qat/res128_layers2_W4A4_P0_RFbase_9ace0aa24696/hls_sweeps/RFbase_hls_3e801a93827d,configs/hls4ml_experiment/res128_layers2_W4A4_P0_RFbase.yaml,2026-05-01 16:00:33,
