index,sample_id,class_label,class_name,ro_count,bitstream_path,blob_path
13,it2_B008,0,benign,0,config_008/vfpga_c008_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/013_it2_B008.bin
14,it2_B010,0,benign,0,config_010/vfpga_c010_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/014_it2_B010.bin
15,it2_B014,0,benign,0,config_014/vfpga_c014_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/015_it2_B014.bin
16,it2_B022,0,benign,0,config_022/vfpga_c022_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/016_it2_B022.bin
17,it2_B026,0,benign,0,config_026/vfpga_c026_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/017_it2_B026.bin
18,it2_B037,0,benign,0,config_037/vfpga_c037_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/018_it2_B037.bin
19,it2_B058,0,benign,0,config_058/vfpga_c058_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/019_it2_B058.bin
20,it2_B060,0,benign,0,config_060/vfpga_c060_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/020_it2_B060.bin
21,it2_B061,0,benign,0,config_061/vfpga_c061_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/021_it2_B061.bin
22,it2_B062,0,benign,0,config_062/vfpga_c062_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/022_it2_B062.bin
23,it2_B071,0,benign,0,config_071/vfpga_c071_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/023_it2_B071.bin
24,it1_S006,1,standalone,8192,config_081/vfpga_c081_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/024_it1_S006.bin
25,it1_S011,1,standalone,18000,config_086/vfpga_c086_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/025_it1_S011.bin
26,it1_S023,1,standalone,12000,config_098/vfpga_c098_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/026_it1_S023.bin
27,it1_S024,1,standalone,14000,config_099/vfpga_c099_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/027_it1_S024.bin
28,it1_S038,1,standalone,12000,config_113/vfpga_c113_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/028_it1_S038.bin
29,it1_S054,1,standalone,14000,config_129/vfpga_c129_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/029_it1_S054.bin
30,it1_S067,1,standalone,10000,config_142/vfpga_c142_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/030_it1_S067.bin
31,it1_S068,1,standalone,12000,config_143/vfpga_c143_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/031_it1_S068.bin
32,it1_S072,1,standalone,19000,config_147/vfpga_c147_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/032_it1_S072.bin
33,it1_S073,1,standalone,20000,config_148/vfpga_c148_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/033_it1_S073.bin
34,it2_S000,1,standalone,8000,config_075/vfpga_c075_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/034_it2_S000.bin
35,it2_S004,1,standalone,12000,config_079/vfpga_c079_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/035_it2_S004.bin
36,it2_S006,1,standalone,14000,config_081/vfpga_c081_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/036_it2_S006.bin
37,it2_S016,1,standalone,9000,config_091/vfpga_c091_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/037_it2_S016.bin
38,it2_S024,1,standalone,17000,config_099/vfpga_c099_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/038_it2_S024.bin
39,it2_S040,1,standalone,18000,config_115/vfpga_c115_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/039_it2_S040.bin
40,it2_S043,1,standalone,21000,config_118/vfpga_c118_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/040_it2_S043.bin
41,it2_S048,1,standalone,11000,config_123/vfpga_c123_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/041_it2_S048.bin
42,it2_S052,1,standalone,15000,config_127/vfpga_c127_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/042_it2_S052.bin
43,it2_S057,1,standalone,20000,config_132/vfpga_c132_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/043_it2_S057.bin
44,it2_S058,1,standalone,21000,config_133/vfpga_c133_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/044_it2_S058.bin
45,it2_S062,1,standalone,10000,config_137/vfpga_c137_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/045_it2_S062.bin
46,it2_S070,1,standalone,18000,config_145/vfpga_c145_0.bin,artifacts/cnn_small_hls_opt_img512/exports/fold_3/sample_blobs/046_it2_S070.bin
