run_short,run_label,sample_id,app_name,ro_count,probability,correct,fold
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S041,ro_19000,19000,0.935538,True,1
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S046,ro_9000,9000,0.905756,True,1
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S053,ro_16000,16000,0.92977,True,1
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S056,ro_19000,19000,0.9714,True,1
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S059,ro_22000,22000,0.99728,True,1
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S061,ro_9000,9000,0.640995,True,1
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S065,ro_13000,13000,0.939323,True,1
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S066,ro_14000,14000,0.922953,True,1
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S067,ro_15000,15000,0.990719,True,1
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S072,ro_20000,20000,0.998588,True,1
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S073,ro_21000,21000,0.996472,True,1
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S007,ro_10000,10000,0.896488,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S010,ro_16000,16000,0.951396,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S014,ro_22000,22000,0.997065,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S021,ro_8192,8192,0.526749,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S041,ro_18000,18000,0.941803,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S043,ro_20000,20000,0.994177,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S044,ro_22000,22000,0.989075,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S051,ro_8192,8192,0.638591,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S053,ro_12000,12000,0.724638,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S070,ro_16000,16000,0.98905,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S001,ro_9000,9000,0.81526,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S010,ro_18000,18000,0.991304,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S011,ro_19000,19000,0.989433,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S012,ro_20000,20000,0.997119,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S021,ro_14000,14000,0.963107,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S025,ro_18000,18000,0.992092,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S027,ro_20000,20000,0.996779,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S028,ro_21000,21000,0.990687,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S037,ro_15000,15000,0.38799,False,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S038,ro_16000,16000,0.690557,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S039,ro_17000,17000,0.697683,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S055,ro_18000,18000,0.977229,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S063,ro_11000,11000,0.821287,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S069,ro_17000,17000,0.993654,True,2
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S006,ro_8192,8192,0.808692,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S011,ro_18000,18000,0.999838,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S023,ro_12000,12000,0.975453,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S024,ro_14000,14000,0.993708,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S038,ro_12000,12000,0.939943,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S054,ro_14000,14000,0.994397,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S067,ro_10000,10000,0.998185,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S068,ro_12000,12000,0.974922,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S072,ro_19000,19000,0.999963,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S073,ro_20000,20000,0.999999,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S000,ro_8000,8000,0.767708,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S004,ro_12000,12000,0.832538,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S006,ro_14000,14000,0.995597,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S016,ro_9000,9000,0.699019,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S024,ro_17000,17000,0.999934,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S040,ro_18000,18000,0.998836,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S043,ro_21000,21000,0.973076,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S048,ro_11000,11000,0.992719,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S052,ro_15000,15000,0.922536,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S057,ro_20000,20000,0.998736,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S058,ro_21000,21000,0.999956,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S062,ro_10000,10000,0.964148,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S070,ro_18000,18000,0.997176,True,3
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S012,ro_19000,19000,0.997294,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S022,ro_10000,10000,0.809286,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S025,ro_16000,16000,0.998765,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S028,ro_20000,20000,0.999577,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S029,ro_22000,22000,0.996929,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S042,ro_19000,19000,0.992958,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S052,ro_10000,10000,0.780125,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S056,ro_18000,18000,0.992656,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S058,ro_20000,20000,0.988149,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it1_S071,ro_18000,18000,0.99624,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S002,ro_10000,10000,0.885104,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S003,ro_11000,11000,0.925306,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S005,ro_13000,13000,0.985645,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S007,ro_15000,15000,0.988754,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S017,ro_10000,10000,0.399615,False,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S018,ro_11000,11000,0.708474,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S019,ro_12000,12000,0.749995,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S022,ro_15000,15000,0.896533,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S026,ro_19000,19000,0.989584,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S034,ro_12000,12000,0.94089,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S035,ro_13000,13000,0.958307,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S054,ro_17000,17000,0.973599,True,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S060,ro_8000,8000,0.229391,False,4
cnn_small_hls_opt_512,cnn_small_hls_opt @ img=512,it2_S074,ro_22000,22000,0.995653,True,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S008,ro_12000,12000,0.803611,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S009,ro_14000,14000,0.994009,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S027,ro_19000,19000,0.55862,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S036,ro_8192,8192,0.939742,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S037,ro_10000,10000,0.998919,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S040,ro_16000,16000,0.995804,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S055,ro_16000,16000,0.999985,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S057,ro_19000,19000,0.999945,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S069,ro_14000,14000,0.997438,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S074,ro_22000,22000,0.999972,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S013,ro_21000,21000,0.999129,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S015,ro_8000,8000,0.999537,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S020,ro_13000,13000,0.830494,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S030,ro_8000,8000,0.483551,False,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S036,ro_14000,14000,0.972397,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S042,ro_20000,20000,0.984803,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S045,ro_8000,8000,0.933105,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S047,ro_10000,10000,0.957122,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S049,ro_12000,12000,0.970461,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S050,ro_13000,13000,0.998479,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S051,ro_14000,14000,0.983505,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S064,ro_12000,12000,0.988161,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S068,ro_16000,16000,0.999997,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S071,ro_19000,19000,0.997146,True,0
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S013,ro_20000,20000,0.997582,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S026,ro_18000,18000,0.999837,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S039,ro_14000,14000,0.864364,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S059,ro_22000,22000,0.999546,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S066,ro_8192,8192,0.083941,False,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S008,ro_16000,16000,0.99996,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S009,ro_17000,17000,0.999996,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S014,ro_22000,22000,0.999996,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S023,ro_16000,16000,0.999965,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S029,ro_22000,22000,1.0,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S031,ro_9000,9000,0.976581,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S032,ro_10000,10000,0.986521,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S033,ro_11000,11000,0.997207,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S041,ro_19000,19000,0.807633,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S046,ro_9000,9000,0.99911,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S053,ro_16000,16000,0.999369,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S056,ro_19000,19000,0.97879,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S059,ro_22000,22000,0.999938,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S061,ro_9000,9000,0.918744,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S065,ro_13000,13000,0.999997,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S066,ro_14000,14000,0.999948,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S067,ro_15000,15000,0.999996,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S072,ro_20000,20000,0.999997,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S073,ro_21000,21000,0.999822,True,1
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S007,ro_10000,10000,0.999917,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S010,ro_16000,16000,0.999922,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S014,ro_22000,22000,0.999884,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S021,ro_8192,8192,0.668592,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S041,ro_18000,18000,0.999229,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S043,ro_20000,20000,0.999993,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S044,ro_22000,22000,0.999998,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S051,ro_8192,8192,0.999986,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S053,ro_12000,12000,0.999756,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S070,ro_16000,16000,0.999994,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S001,ro_9000,9000,0.999096,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S010,ro_18000,18000,1.0,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S011,ro_19000,19000,1.0,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S012,ro_20000,20000,1.0,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S021,ro_14000,14000,1.0,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S025,ro_18000,18000,1.0,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S027,ro_20000,20000,1.0,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S028,ro_21000,21000,1.0,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S037,ro_15000,15000,0.9994,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S038,ro_16000,16000,0.137149,False,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S039,ro_17000,17000,0.9061,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S055,ro_18000,18000,0.997652,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S063,ro_11000,11000,0.943725,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S069,ro_17000,17000,0.999995,True,2
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S006,ro_8192,8192,0.998826,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S011,ro_18000,18000,0.908545,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S023,ro_12000,12000,0.998,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S024,ro_14000,14000,0.999995,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S038,ro_12000,12000,0.999985,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S054,ro_14000,14000,0.999737,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S067,ro_10000,10000,1.0,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S068,ro_12000,12000,0.995155,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S072,ro_19000,19000,1.0,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S073,ro_20000,20000,0.999988,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S000,ro_8000,8000,0.999985,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S004,ro_12000,12000,0.999998,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S006,ro_14000,14000,0.999999,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S016,ro_9000,9000,0.999986,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S024,ro_17000,17000,1.0,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S040,ro_18000,18000,0.99996,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S043,ro_21000,21000,0.999978,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S048,ro_11000,11000,0.999999,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S052,ro_15000,15000,0.999979,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S057,ro_20000,20000,1.0,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S058,ro_21000,21000,1.0,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S062,ro_10000,10000,0.946181,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S070,ro_18000,18000,1.0,True,3
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S012,ro_19000,19000,0.999963,True,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S022,ro_10000,10000,0.99847,True,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S025,ro_16000,16000,1.0,True,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S028,ro_20000,20000,1.0,True,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S029,ro_22000,22000,0.999828,True,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S042,ro_19000,19000,0.999996,True,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S052,ro_10000,10000,0.999782,True,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S056,ro_18000,18000,0.999243,True,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S058,ro_20000,20000,0.952752,True,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it1_S071,ro_18000,18000,0.999475,True,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S002,ro_10000,10000,0.999993,True,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S003,ro_11000,11000,0.999994,True,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S005,ro_13000,13000,0.999997,True,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S007,ro_15000,15000,0.999548,True,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S017,ro_10000,10000,0.026684,False,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S018,ro_11000,11000,0.566058,True,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S019,ro_12000,12000,0.999321,True,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S022,ro_15000,15000,0.999997,True,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S026,ro_19000,19000,0.999505,True,4
cnn_small_hls_opt_256,"cnn_small_hls_opt @ img=256, lr=3e-4",it2_S034,ro_12000,12000,0.968832,True,4
